Topic,Count,Name,CustomName,Representation,Representative_Docs
167,164,167_nazis_nazi_los nazis_derecha,"nazis, nazi, los nazis","['nazis', 'nazi', 'los nazis', 'derecha', 'hitler', 'los', 'extrema', 'extrema derecha', 'de', 'que']",
168,82,168_ayuntamiento_ayuntamiento de_el ayuntamiento_la,"ayuntamien, ayuntamien, el ayuntam","['ayuntamiento', 'ayuntamiento de', 'el ayuntamiento', 'la', 'el ayuntamiento de', 'de', 'nudismo', 'el', 'en', 'que']",
169,83,169_odio_que_colectivo_la,"odio, que, colectivo","['odio', 'que', 'colectivo', 'la', 'los', 'como', 'se', 'de', 'un', 'de odio']",
170,90,170_submarinos_la armada_armada_de,"submarinos, la armada, armada","['submarinos', 'la armada', 'armada', 'de', 'la', 'el', 'los submarinos', 'en', 'que', 'su']",
171,92,171_uganda_de uganda_su_la,"uganda, de uganda, su","['uganda', 'de uganda', 'su', 'la', 'de', 'parlamento', 'el', 'que', 'del', 'parlamento de uganda']",
172,136,172_derecha_izquierda_la_espana,"derecha, izquierda, la","['derecha', 'izquierda', 'la', 'espana', 'que', 'democracia', 'la izquierda', 'no', 'la derecha', 'es']",
173,103,173_indemnizacion_euros_sentencia_tribunal,"indemnizac, euros, sentencia","['indemnizacion', 'euros', 'sentencia', 'tribunal', 'tribunal superior de', 'tribunal superior', 'superior de', 'superior', 'de', 'el tribunal superior']",
174,89,174_la_de_los_el,"la, de, los","['la', 'de', 'los', 'el', 'ciudad', 'en', 'del', 'que', 'de la', 'por']",
175,65,175_la_de_del_el,"la, de, del","['la', 'de', 'del', 'el', 'un', 'en', 'que', 'de la', 'se', 'por']",
176,146,176_salarios_salario_inflacion_los salarios,"salarios, salario, inflacion","['salarios', 'salario', 'inflacion', 'los salarios', 'la inflacion', 'euros', 'los', 'en', 'la', 'el']",
177,105,177_trata_seres_la_de,"trata, seres, la","['trata', 'seres', 'la', 'de', 'la trata', 'de la', 'trata de', 'que', 'el', 'seres humanos']",
178,114,178_eta_victimas_de eta_ordonez,"eta, victimas, de eta","['eta', 'victimas', 'de eta', 'ordonez', 'ayuso', 'pp', 'isabel diaz', 'diaz', 'la', 'terrorismo']",
179,75,179_segundos_el_en_que,"segundos, el, en","['segundos', 'el', 'en', 'que', 'michael', 'la', 'los', 'es', 'de', 'las']",
180,162,180_cerebro_el cerebro_del cerebro_es,"cerebro, el cerebro, del cerebr","['cerebro', 'el cerebro', 'del cerebro', 'es', 'que', 'humano', 'el', 'la', 'un', 'los']",
