Topic,Count,Name,CustomName,Representation,Representative_Docs
166,146,166_la comision_comision_la comision europea_comision europea,"la comisio, comision, la comisio","['la comision', 'comision', 'la comision europea', 'comision europea', 'europea', 'plan', 'de recuperacion', 'plan de recuperacion', 'recuperacion', 'la']",
167,151,167_nazis_nazi_los nazis_hitler,"nazis, nazi, los nazis","['nazis', 'nazi', 'los nazis', 'hitler', 'derecha', 'los', 'extrema', 'que', 'extrema derecha', 'de']",
168,84,168_ayuntamiento_ayuntamiento de_la_el ayuntamiento,"ayuntamien, ayuntamien, la","['ayuntamiento', 'ayuntamiento de', 'la', 'el ayuntamiento', 'de', 'nudismo', 'el', 'el ayuntamiento de', 'en', 'que']",
169,85,169_odio_que_como_la,"odio, que, como","['odio', 'que', 'como', 'la', 'los', 'se', 'libertad', 'de', 'el', 'de odio']",
170,88,170_submarinos_la armada_armada_de,"submarinos, la armada, armada","['submarinos', 'la armada', 'armada', 'de', 'los submarinos', 'el', 'su', 'la', 'construccion', 'en']",
171,96,171_uganda_de uganda_la_de,"uganda, de uganda, la","['uganda', 'de uganda', 'la', 'de', 'el', 'su', 'que', 'las', 'del', 'se']",
172,158,172_derecha_izquierda_espana_la izquierda,"derecha, izquierda, espana","['derecha', 'izquierda', 'espana', 'la izquierda', 'la derecha', 'la', 'que', 'el', 'no', 'es']",
173,105,173_sentencia_euros_tribunal_superior de,"sentencia, euros, tribunal","['sentencia', 'euros', 'tribunal', 'superior de', 'tribunal superior de', 'tribunal superior', 'superior', 'indemnizacion', 'de', 'el tribunal superior']",
174,94,174_la_de_ciudad_el,"la, de, ciudad","['la', 'de', 'ciudad', 'el', 'que', 'de la', 'en', 'libertad', 'la ciudad', 'del']",
175,63,175_la_de_el_del,"la, de, el","['la', 'de', 'el', 'del', 'que', 'un', 'de la', 'en', 'por', 'se']",
176,148,176_salarios_salario_inflacion_la inflacion,"salarios, salario, inflacion","['salarios', 'salario', 'inflacion', 'la inflacion', 'los salarios', 'euros', 'los', 'en', 'la', 'trabajadores']",
177,96,177_trata_seres_la_la trata,"trata, seres, la","['trata', 'seres', 'la', 'la trata', 'de', 'trata de', 'que', 'seres humanos', 'el', 'con']",
178,101,178_eta_victimas_ordonez_de eta,"eta, victimas, ordonez","['eta', 'victimas', 'ordonez', 'de eta', 'ayuso', 'vote', 'presidenta', 'diaz', 'pp', 'del']",
179,74,179_el_segundos_en_que,"el, segundos, en","['el', 'segundos', 'en', 'que', 'la', 'con', 'de', 'es', 'los', 'michael']",
180,171,180_cerebro_el cerebro_del cerebro_es,"cerebro, el cerebro, del cerebr","['cerebro', 'el cerebro', 'del cerebro', 'es', 'que', 'el', 'la', 'un', 'humano', 'memoria']",
